C-4953;18-11-2021;280X;732;1053;336;48;0:10;;;;;;X;LIMPEZA;MARCELO;;;;;;;
C-3541;18-11-2021;280X;926;1136;222;30;0:10;X;;X;;;X;;MARCELO;22-11-2021;16200;Toyopar;0;comodato;;
C-3731;18-11-2021;280X;985;1072;180;21;0:10;;;;;;X;LIMPEZA;MARCELO;22-11-2021;16257;Mundial;0;Comodato;;
C-1601;19-11-2021;TN450;638;638;0;0;0:32;;;X;;;;;MARCELO;14-12-2021;16364;Londrisol;0;comodato;;
C-1720;19-11-2021;TN450;599;619;100;0;0:15;;;;;;;LIMPEZA;MARCELO;22-11-2021;16200;Toyopar;0;Comodato;;
C-2616;19-11-2021;280X;740;1060;334;46;0:10;;X;X;;;X;;MARCELO;22-11-2021;16200;Toyopar;0;Comodato;;
C-4181;19-11-2021;280X;1070;1070;0;0;0:05;;;;;;X;;MARCELO;22-12-2021;16423;Mundial ;0;comodato;;
C-3672;19-11-2021;280X;1119;1119;0;0;0:19;;;;;;X;LIMPEZA;MARCELO;13-12-2021;16370;Toyopar;0;comodato;;
C-4779;19-11-2021;280X;737;1031;333;48;0:10;X;;;;;X;;MARCELO;22-11-2021;16200;Toyopar;0;comodato;;
C-4879;20-11-2021;TN3492;703;862;161;0;0:20;;;;;;;KATUN;ADALBERTO;25-11-2021;16115;Cetel;0;Comodato;;
C-4765;20-11-2021;TN3492;671;771;100;0;0:20;;;;;;;KATUN;ADALBERTO;22-11-2021;16010;Serlimp;0;Comodato;;
C-4878;20-11-2021;DR3440;0;0;0;0;0:10;X;;;;;;C.720;ADALBERTO;22-11-2021;16010;Serlimp;0;Comodato;;
C-3536;20-11-2021;TN3492;780;780;0;0;0:05;;;;;;;OK;ADALBERTO;13-01-2022;16525;Salgado;0;Comodato;;
C-4923;20-11-2021;DR3440;0;0;0;0;0:10;X;;;;;;C.720;ADALBERTO;29-11-2021;16200;Toyopar;0;comodato;;
C-4693;20-11-2021;TN3492;527;693;200;30;0:20;;;;;;;KATUN;ADALBERTO;23-11-2011;15955;Segmed;0;comodato;;
C-4237;20-11-2021;DR3440;0;0;0;0;0:10;;;;;;;LIMPEZA;ADALBERTO;23-11-2021;15955;Segmed;0;comodato;;
C-3222;20-11-2021;TN3492;824;824;0;0;0:05;;;;;;;MUITO SUJO;ADALBERTO;19-04-2022;17217;Dialli;0;Comodato;;
C-3759;20-11-2021;3392C;668;668;0;0;0:10;;;;;;;TROCA DE BASE;ADALBERTO;01-12-2021;16295;Dialli;0;Comodato;;
C-3475;20-11-2021;TN3392;540;540;0;0;0:15;;;;;;;ERRO CILINDRO?;ADALBERTO;04-02-2022;16419;Dialli;0;comodato;;
C-4898;20-11-2021;CF410;586;656;95;25;0:15;;;;;;;;ADALBERTO;24-11-2021;16014;Salgado;0;comodato;;
C-4954;20-11-2021;CE410;572;619;66;17;0:15;;;;;;X;;ADALBERTO;04-01-2022;16392;Cetel;0;comodato;;
C-4822;20-11-2021;CE411;616;612;0;4;0:15;;;;;;;LIMPEZA;ADALBERTO;06-01-2022;16392;Cetel;0;comodato;;
C-3449;20-11-2021;CE412;608;611;27;24;0:15;X;;;;;;;ADALBERTO;22-11-2021;16115;Cetel;0;Comodato;;
C-3501;20-11-2021;CE411;588;621;48;15;0:15;;;;;;X;;ADALBERTO;14-02-2022;16685;Cetel;0;comodato;;
